AECGRegion,AgeID,ASGSRemoteness,Average of Average of Latitude,Average of Average of Longitude,Average of Average of PostCode,Day,Day_4,DistanceEducation,District,Electorate,EnglishCentre,Fax,FederalElectorate,ICSEA_Value,indigenous_pct,LateOpeningSchool,lbote_pct,lga,LocalHealthDistrict,Month,Month_3,OperationalDirectorate,OpportunityClass,Phone,Preschool,PrincipalNetwork,Quarter,Quarter_2,SchoolCode,SchoolEmail,SchoolGender,SchoolLevel,SchoolName,SchoolSpecialtyType,SchoolSubtype,SelectiveSchool,Street,StudentNumber,Suburb,SupportClasses,Year,Year_1
Metropolitan West,1,Major Cities of Australia,-33.703959,150.899525,2769.00,3,27,No,Western Sydney & Nepean Blue Mountains,Riverstone,No,9626 1001,Greenway,1097,np,No,71,Blacktown (C),Western Sydney,July,January,Macquarie Park,No,02 9626 7511,No,The Hills,Qtr 3,Qtr 1,1,riverbank-p.school@det.nsw.edu.au,Co-Ed,Primary School,Riverbank Public School,Comprehensive,Kinder to Year 6,Not Selective,25 Wentworth Street,660,The Ponds,"",2017,2015
Metropolitan West,1,Major Cities of Australia,-33.677516,150.866346,2765.00,3,22,No,Western Sydney & Nepean Blue Mountains,Riverstone,No,9627 4773,Greenway,,29,No,0,Blacktown (C),Western Sydney,July,October,Macquarie Park,No,9627 5590,No,Nirimba,Qtr 3,Qtr 4,1,casuarina-s.school@det.nsw.edu.au,Co-Ed,Schools for Specific Purposes,Casuarina School,Comprehensive,Behaviour Disorder,Not Selective,Garfield Rd East & Piccadilly St,38,Riverstone,"",2017,2001
Metropolitan West,1,Major Cities of Australia,-33.725885,150.93476,2768.00,3,5,No,Western Sydney & Nepean Blue Mountains,Riverstone,No,9629 2673,Greenway,1057,np,No,47,Blacktown (C),Western Sydney,July,January,Macquarie Park,No,9629 2518,No,The Hills,Qtr 3,Qtr 1,1,parklea-p.school@det.nsw.edu.au,Co-Ed,Primary School,Parklea Public School,Comprehensive,Kinder to Year 6,Not Selective,Glenwood Park Drive,725,Glenwood,"",2017,1919
Metropolitan West,1,Major Cities of Australia,-33.733029,150.937429,2768.00,3,28,No,Western Sydney & Nepean Blue Mountains,Riverstone,No,9629 2796,Greenway,1048,1,No,52,Blacktown (C),Western Sydney,July,January,Macquarie Park,No,9629 9577,No,The Hills,Qtr 3,Qtr 1,1,glenwood-h.school@det.nsw.edu.au,Co-Ed,Secondary School,Glenwood High School,Comprehensive,Year 7 to Year 12,Not Selective,Forman Ave & Glenwood Park Dr,1495.6,Glenwood,"",2017,2005
Metropolitan West,1,Major Cities of Australia,-33.698,150.911601,2769.00,3,30,No,Western Sydney & Nepean Blue Mountains,Riverstone,No,9629 5461,Greenway,,8,No,46,Blacktown (C),Western Sydney,July,January,Macquarie Park,No,9629 2470,No,The Hills,Qtr 3,Qtr 1,1,theponds-s.school@det.nsw.edu.au,Co-Ed,Schools for Specific Purposes,The Ponds School,Comprehensive,Medium / High Support needs,Not Selective,201 The Ponds Boulevard,110,The Ponds,"",2017,2012
Metropolitan West,1,Major Cities of Australia,-33.705259,150.906931,2769.00,3,27,No,Western Sydney & Nepean Blue Mountains,Riverstone,No,9837 0823,Greenway,1054,2,No,46,Blacktown (C),Western Sydney,July,January,Macquarie Park,No,9626 3562,No,The Hills,Qtr 3,Qtr 1,1,theponds-h.school@det.nsw.edu.au,Co-Ed,Secondary School,The Ponds High School,Comprehensive,Year 7 to Year 12,Not Selective,180 Riverbank Drive,463,The Ponds,"",2017,2015
Metropolitan West,1,Major Cities of Australia,-33.732484,150.914359,2763.00,3,1,No,Western Sydney & Nepean Blue Mountains,Riverstone,No,9837 1158,Greenway,1064,1,No,54,Blacktown (C),Western Sydney,July,January,Macquarie Park,No,9626 9264,No,Nirimba,Qtr 3,Qtr 1,1,quakershie-p.school@det.nsw.edu.au,Co-Ed,Primary School,Quakers Hill East Public School,Comprehensive,Kinder to Year 6,Not Selective,14 Chase Drive,681,Acacia Gardens,"",2017,1959
Metropolitan West,1,Major Cities of Australia,-33.729813,150.89645,2763.00,3,27,No,Western Sydney & Nepean Blue Mountains,Riverstone,No,9837 1747,Greenway,986,5,No,34,Blacktown (C),Western Sydney,July,January,Macquarie Park,No,9837 1533,No,Nirimba,Qtr 3,Qtr 1,1,quakershil-h.school@det.nsw.edu.au,Co-Ed,Secondary School,Quakers Hill High School,Junior College,Year 7 to Year 10,Not Selective,70 Lalor Road,1033,Quakers Hill,"",2017,1993
Metropolitan West,1,Major Cities of Australia,-33.72051,150.901824,2763.00,3,4,No,Western Sydney & Nepean Blue Mountains,Riverstone,No,9837 1858,Greenway,1044,3,No,48,Blacktown (C),Western Sydney,July,January,Macquarie Park,No,9837 1600,No,The Hills,Qtr 3,Qtr 1,1,barnier-p.school@det.nsw.edu.au,Co-Ed,Primary School,Barnier Public School,Comprehensive,Kinder to Year 6,Not Selective,120 Barnier Drive,842,Quakers Hill,"",2017,1992
Metropolitan West,1,Major Cities of Australia,-33.71645,150.887211,2763.00,3,7,No,Western Sydney & Nepean Blue Mountains,Riverstone,No,9837 2422,Greenway,1048,2,No,37,Blacktown (C),Western Sydney,July,November,Macquarie Park,No,9837 3200,No,The Hills,Qtr 3,Qtr 4,1,hambledon-p.school@det.nsw.edu.au,Co-Ed,Primary School,Hambledon Public School,Comprehensive,Kinder to Year 6,Not Selective,Bali Drive,622,Quakers Hill,"",2017,1994
Metropolitan West,1,Major Cities of Australia,-33.678387,150.871019,2765.00,3,1,No,Western Sydney & Nepean Blue Mountains,Riverstone,No,9838 1131,Greenway,895,15,No,21,Blacktown (C),Western Sydney,July,January,Macquarie Park,No,9627 1517,Yes,Nirimba,Qtr 3,Qtr 1,1,riverstone-p.school@det.nsw.edu.au,Co-Ed,Primary School,Riverstone Public School,Comprehensive,Kinder to Year 6,Not Selective,Elizabeth St,238,Riverstone,"",2017,1883
Metropolitan West,1,Major Cities of Australia,-33.647352,150.857935,2765.00,3,1,No,Western Sydney & Nepean Blue Mountains,Riverstone,No,9838 1132,Greenway,922,np,No,np,Blacktown (C),Western Sydney,July,June,Macquarie Park,No,9627 1621,No,Hawkesbury,Qtr 3,Qtr 2,1,vineyard-p.school@det.nsw.edu.au,Co-Ed,Primary School,Vineyard Public School,Comprehensive,Kinder to Year 6,Not Selective,4 Bandon Rd,25,Vineyard,"",2017,1872
Metropolitan West,1,Major Cities of Australia,-33.693115,150.875247,2762.00,3,3,No,Western Sydney & Nepean Blue Mountains,Riverstone,No,9838 1134,Greenway,988,5,No,19,Blacktown (C),Western Sydney,July,January,Macquarie Park,No,9627 1534,No,The Hills,Qtr 3,Qtr 1,1,schofields-p.school@det.nsw.edu.au,Co-Ed,Primary School,Schofields Public School,Comprehensive,Kinder to Year 6,Not Selective,St Albans Rd,298,Schofields,"",2017,1919
Metropolitan West,1,Major Cities of Australia,-33.696425,150.833642,2765.00,3,1,No,Western Sydney & Nepean Blue Mountains,Riverstone,No,9838 1136,Chifley,961,np,No,35,Blacktown (C),Western Sydney,July,July,Macquarie Park,No,9627 1644,No,The Hills,Qtr 3,Qtr 3,1,marsdenpk-p.school@det.nsw.edu.au,Co-Ed,Primary School,Marsden Park Public School,Comprehensive,Kinder to Year 6,Not Selective,363 Garfield Road West,52,Marsden Park,"",2017,1889
Metropolitan West,1,Major Cities of Australia,-33.678883,150.875744,2765.00,3,1,No,Western Sydney & Nepean Blue Mountains,Riverstone,No,9838 1138,Greenway,912,16,No,14,Blacktown (C),Western Sydney,July,January,Macquarie Park,No,9627 1484,No,Nirimba,Qtr 3,Qtr 1,1,riverstone-h.school@det.nsw.edu.au,Co-Ed,Secondary School,Riverstone High School,Junior College,Year 7 to Year 10,Not Selective,71 Mcculloch Street,278,Riverstone,"",2017,1962
Metropolitan West,1,Major Cities of Australia,-33.777505,150.924537,2147.00,3,1,No,Western Sydney & Nepean Blue Mountains,Seven Hills,No,9621 2521,Greenway,1008,np,No,70,Blacktown (C),Western Sydney,July,January,Macquarie Park,No,9622 2122,No,Nirimba,Qtr 3,Qtr 1,1,bertoldfie-p.school@det.nsw.edu.au,Co-Ed,Primary School,Bert Oldfield Public School,Comprehensive,Kinder to Year 6,Not Selective,Oldfield Rd,269,Seven Hills,"",2017,1959
Metropolitan West,1,Major Cities of Australia,-33.745131,150.924433,2147.00,3,1,No,Western Sydney & Nepean Blue Mountains,Seven Hills,No,9624 5453,Greenway,1060,2,No,23,Blacktown (C),Western Sydney,July,January,Macquarie Park,No,9674 4460,No,The Hills,Qtr 3,Qtr 1,1,kingslangl-p.school@det.nsw.edu.au,Co-Ed,Primary School,Kings Langley Public School,Comprehensive,Kinder to Year 6,Not Selective,68 Isaac Smith Pde,697,Kings Langley,"",2017,1981
Metropolitan West,1,Major Cities of Australia,-33.788092,150.999661,2152.00,3,1,No,Western Sydney & Nepean Blue Mountains,Seven Hills,No,9630 2769,Mitchell,1008,2,No,49,The Hills Shire (A),Western Sydney,July,January,Macquarie Park,No,9630 3793,No,Parramatta,Qtr 3,Qtr 1,1,northmead-h.school@det.nsw.edu.au,Co-Ed,Secondary School,Northmead Creative And Performing Arts High School,Performing Arts,Year 7 to Year 12,Not Selective,Campbell St,1019,Northmead,"",2017,1959
Metropolitan West,1,Major Cities of Australia,-33.792593,150.957238,2146.00,3,1,No,Western Sydney & Nepean Blue Mountains,Seven Hills,No,9636 8623,Parramatta,1003,8,No,54,Parramatta (C),Western Sydney,July,January,Macquarie Park,No,9631 3610,No,The Hills,Qtr 3,Qtr 1,1,toongabwst-p.school@det.nsw.edu.au,Co-Ed,Primary School,Toongabbie West Public School,Comprehensive,Kinder to Year 6,Not Selective,Ballandella Rd,247,Toongabbie,"",2017,1967
Metropolitan West,1,Major Cities of Australia,-33.773464,150.981106,2153.00,3,1,No,Western Sydney & Nepean Blue Mountains,Seven Hills,No,9686 3274,Mitchell,1082,1,No,33,Parramatta (C),Western Sydney,July,January,Macquarie Park,No,9639 8518,No,The Hills,Qtr 3,Qtr 1,1,winstonhil-p.school@det.nsw.edu.au,Co-Ed,Primary School,Winston Hills Public School,Comprehensive,Kinder to Year 6,Not Selective,Hillcrest Rd,627,Winston Hills,"",2017,1970
Metropolitan West,1,Major Cities of Australia,-33.779745,151.003951,2152.00,3,1,No,Western Sydney & Nepean Blue Mountains,Seven Hills,No,9686 3471,Mitchell,,5,No,56,The Hills Shire (A),Western Sydney,July,January,Macquarie Park,No,9639 8448,No,The Hills,Qtr 3,Qtr 1,1,thehills-s.school@det.nsw.edu.au,Co-Ed,Schools for Specific Purposes,The Hills School,Comprehensive,Medium / High Support needs,Not Selective,Mary St,112,Northmead,"",2017,1978
Metropolitan West,1,Major Cities of Australia,-33.800809,150.987659,2145.00,3,1,No,Western Sydney & Nepean Blue Mountains,Seven Hills,No,9687 1425,Parramatta,,np,No,np,Parramatta (C),Western Sydney,July,January,Macquarie Park,No,9633 1030,No,Parramatta,Qtr 3,Qtr 1,1,redbank-s.school@det.nsw.edu.au,Co-Ed,Schools for Specific Purposes,Redbank School,Comprehensive,Emotional disturbance,Not Selective,Institute Rd,44,Westmead,"",2017,1976
Metropolitan West,1,Major Cities of Australia,-33.80257496,150.9851858,2145.00,3,1,No,Western Sydney & Nepean Blue Mountains,Seven Hills,No,9687 7288,Parramatta,,"",No,"",Parramatta (C),Western Sydney,July,January,Macquarie Park,No,9687 0377,No,Parramatta,Qtr 3,Qtr 1,1,palmave-s.school@det.nsw.edu.au,Co-Ed,Schools for Specific Purposes,Palm Avenue School,Comprehensive,Diagnostic remedial reading assesment,Not Selective,Institute Rd,,Westmead,"",2017,1972
Metropolitan West,1,Major Cities of Australia,-33.782184,150.938834,2147.00,3,1,No,Western Sydney & Nepean Blue Mountains,Seven Hills,No,9831 6190,Greenway,960,5,No,38,Blacktown (C),Western Sydney,July,January,Macquarie Park,No,9622 7300,No,Nirimba,Qtr 3,Qtr 1,1,Hillssport-h.school@det.nsw.edu.au,Co-Ed,Secondary School,The Hills Sports High School,Sports,Year 7 to Year 12,Not Selective,Best Rd,865.2,Seven Hills,"",2017,1966
Metropolitan West,1,Major Cities of Australia,-33.757148,150.942765,2147.00,3,1,No,Western Sydney & Nepean Blue Mountains,Seven Hills,No,9838 7048,Greenway,1019,2,No,26,Blacktown (C),Western Sydney,July,January,Macquarie Park,No,9624 3051,No,Nirimba,Qtr 3,Qtr 1,1,vardysroad-p.school@det.nsw.edu.au,Co-Ed,Primary School,Vardys Road Public School,Comprehensive,Kinder to Year 6,Not Selective,Vardys Rd,476,Seven Hills,"",2017,1960
Metropolitan West,1,Major Cities of Australia,-33.759976,150.955041,2147.00,3,1,No,Western Sydney & Nepean Blue Mountains,Seven Hills,No,9838 7839,Greenway,1046,3,No,48,Blacktown (C),Western Sydney,July,January,Macquarie Park,No,9624 1275,No,Nirimba,Qtr 3,Qtr 1,1,sevenhilln-p.school@det.nsw.edu.au,Co-Ed,Primary School,Seven Hills North Public School,Comprehensive,Kinder to Year 6,Not Selective,45 Beethoven St,242,Seven Hills,"",2017,1883
Metropolitan West,1,Major Cities of Australia,-33.77485,150.967894,2153.00,3,1,No,Western Sydney & Nepean Blue Mountains,Seven Hills,No,9838 8482,Mitchell,1092,np,No,34,Parramatta (C),Western Sydney,July,January,Macquarie Park,No,9624 7485,No,The Hills,Qtr 3,Qtr 1,1,winstonhts-p.school@det.nsw.edu.au,Co-Ed,Primary School,Winston Heights Public School,Comprehensive,Kinder to Year 6,Not Selective,Buckley Rd,438,Winston Hills,"",2017,1974
Metropolitan West,1,Major Cities of Australia,-33.762705,150.94487,2147.00,3,1,No,Western Sydney & Nepean Blue Mountains,Seven Hills,No,9838 8553,Greenway,925,8,No,20,Blacktown (C),Western Sydney,July,January,Macquarie Park,No,9624 3329,No,Nirimba,Qtr 3,Qtr 1,1,sevenhills-h.school@det.nsw.edu.au,Co-Ed,Secondary School,Seven Hills High School,Junior College,Year 7 to Year 10,Not Selective,Johnson Ave,344,Seven Hills,"",2017,1959
Metropolitan West,1,Major Cities of Australia,-33.802243,150.991834,2145.00,3,10,No,Western Sydney & Nepean Blue Mountains,Seven Hills,No,9845 2837,Parramatta,,"",No,"",Parramatta (C),Western Sydney,July,September,Macquarie Park,No,9845 2813,No,Parramatta,Qtr 3,Qtr 3,1,childhosp-s.school@det.nsw.edu.au,Co-Ed,Schools for Specific Purposes,The Childrens Hospital School,Comprehensive,Hospital School,Not Selective,Hawkesbury Rd & Hainsworth St,,Westmead,"",2017,1995
Metropolitan West,1,Major Cities of Australia,-33.786511,150.990753,2152.00,3,1,No,Western Sydney & Nepean Blue Mountains,Seven Hills,No,9890 1796,Mitchell,1068,1,No,41,Parramatta (C),Western Sydney,July,January,Macquarie Park,No,9630 3133,No,Parramatta,Qtr 3,Qtr 1,1,northmead-p.school@det.nsw.edu.au,Co-Ed,Primary School,Northmead Public School,Comprehensive,Kinder to Year 6,Not Selective,Moxhams Rd,646,Northmead,"",2017,1924
Metropolitan West,1,Major Cities of Australia,-33.793877,150.962194,2145.00,3,1,No,Western Sydney & Nepean Blue Mountains,Seven Hills,No,9896 3093,Parramatta,943,8,No,57,Parramatta (C),Western Sydney,July,January,Macquarie Park,No,9631 9651,No,Parramatta,Qtr 3,Qtr 1,1,pendlehill-h.school@det.nsw.edu.au,Co-Ed,Secondary School,Pendle Hill High School,Comprehensive,Year 7 to Year 12,Not Selective,Knox St,327,Wentworthville,"",2017,1965
Metropolitan West,1,Major Cities of Australia,-33.797274,150.980274,2145.00,3,1,No,Western Sydney & Nepean Blue Mountains,Seven Hills,No,9896 3191,Parramatta,874,13,No,53,Parramatta (C),Western Sydney,July,January,Macquarie Park,No,9631 3996,No,Holroyd,Qtr 3,Qtr 1,1,toongabest-p.school@det.nsw.edu.au,Co-Ed,Primary School,Toongabbie East Public School,Comprehensive,Kinder to Year 6,Not Selective,Harris Rd,78,Constitution Hill,"",2017,1966
Metropolitan West,1,Major Cities of Australia,-33.781365,150.942567,2147.00,3,1,No,Western Sydney & Nepean Blue Mountains,Seven Hills,No,9896 3281,Greenway,937,15,No,49,Blacktown (C),Western Sydney,July,January,Macquarie Park,No,9631 3737,No,Nirimba,Qtr 3,Qtr 1,1,themeadows-p.school@det.nsw.edu.au,Co-Ed,Primary School,The Meadows Public School,Comprehensive,Kinder to Year 6,Not Selective,Fuller St,210,Seven Hills,"",2017,1890
Metropolitan West,1,Major Cities of Australia,-33.787181,150.966667,2146.00,3,1,No,Western Sydney & Nepean Blue Mountains,Seven Hills,No,9896 3292,Parramatta,1048,3,No,51,Parramatta (C),Western Sydney,July,April,Macquarie Park,No,9631 3079,No,The Hills,Qtr 3,Qtr 2,1,toongabbie-p.school@det.nsw.edu.au,Co-Ed,Primary School,Toongabbie Public School,Comprehensive,Kinder to Year 6,Not Selective,Fitzwilliam Rd,652,Toongabbie,"",2017,1886
Metropolitan West,1,Major Cities of Australia,-33.801954,150.96599,2145.00,3,2,No,Western Sydney & Nepean Blue Mountains,Seven Hills,No,9896 3372,Parramatta,1083,np,No,91,Parramatta (C),Western Sydney,July,January,Macquarie Park,No,9631 3067,No,Holroyd,Qtr 3,Qtr 1,1,darcyroad-p.school@det.nsw.edu.au,Co-Ed,Primary School,Darcy Road Public School,Comprehensive,Kinder to Year 6,Not Selective,98A Darcy Road,640,Wentworthville,"",2017,1955
Metropolitan West,1,Outer Regional Australia,-33.372972,150.739776,2756.00,3,5,No,Western Sydney & Nepean Blue Mountains,Hawkesbury,No,4565 0160,Macquarie,914,np,No,0,Hawkesbury (C),Nepean Blue Mountains,July,January,Macquarie Park,No,4565 0202,No,Hawkesbury,Qtr 3,Qtr 1,1,colohts-p.school@det.nsw.edu.au,Co-Ed,Primary School,Colo Heights Public School,Comprehensive,Kinder to Year 6,Not Selective,3018 Putty Road,53,Colo Heights,"",2017,1939
North Western 1,1,Inner Regional Australia,-32.856242,149.974813,2848.00,3,1,No,"Murrumbidgee, Far West & Western NSW",Bathurst,No,6379 4807,Calare,893,16,No,np,Mid-Western Regional (A),Western NSW,July,November,Dubbo & Wagga Wagga,No,6379 4201,No,Bathurst,Qtr 3,Qtr 4,1,kandos-p.school@det.nsw.edu.au,Co-Ed,Primary School,Kandos Public School,Comprehensive,Kinder to Year 6,Not Selective,23-37 Dangar Street,141,Kandos,"",2017,1874
North Western 1,1,Inner Regional Australia,-32.855738,149.974588,2848.00,3,1,No,"Murrumbidgee, Far West & Western NSW",Bathurst,No,6379 4818,Calare,928,13,No,3,Mid-Western Regional (A),Western NSW,July,January,Dubbo & Wagga Wagga,No,6379 4103,No,Bathurst,Qtr 3,Qtr 1,1,kandos-h.school@det.nsw.edu.au,Co-Ed,Secondary School,Kandos High School,Comprehensive,Year 7 to Year 12,Not Selective,Fleming St,237,Kandos,"",2017,1969
North Western 1,1,Inner Regional Australia,-32.606539,149.583789,2850.00,3,5,No,"Murrumbidgee, Far West & Western NSW",Dubbo,No,6372 6314,Calare,971,8,No,4,Mid-Western Regional (A),Western NSW,July,January,Dubbo & Wagga Wagga,Yes,6372 3466,No,Macquarie,Qtr 3,Qtr 1,1,cudgegongv-p.school@det.nsw.edu.au,Co-Ed,Primary School,Cudgegong Valley Public School,Comprehensive,Kinder to Year 6,Not Selective,Madeira Rd,543,Mudgee,"",2017,1984
North Western 1,1,Inner Regional Australia,-32.59594,149.583964,2850.00,3,1,No,"Murrumbidgee, Far West & Western NSW",Dubbo,No,6372 6316,Calare,953,13,No,4,Mid-Western Regional (A),Western NSW,July,January,Dubbo & Wagga Wagga,No,6372 2036,No,Macquarie,Qtr 3,Qtr 1,1,mudgee-p.school@det.nsw.edu.au,Co-Ed,Primary School,Mudgee Public School,Comprehensive,Kinder to Year 6,Not Selective,Perry St,618,Mudgee,"",2017,1855
North Western 1,1,Inner Regional Australia,-32.597793,149.583627,2850.00,3,8,No,"Murrumbidgee, Far West & Western NSW",Dubbo,No,6372 6321,Calare,950,10,No,4,Mid-Western Regional (A),Western NSW,July,January,Dubbo & Wagga Wagga,No,6372 1533,No,Macquarie,Qtr 3,Qtr 1,1,mudgee-h.school@det.nsw.edu.au,Co-Ed,Secondary School,Mudgee High School,Comprehensive,Year 7 to Year 12,Not Selective,41 Douro St,885.8,Mudgee,"",2017,1916
North Western 1,1,Outer Regional Australia,-30.705682,150.043053,2382.00,3,1,No,Hunter New England & Central Coast,Barwon,No,6743 4276,Parkes,878,24,No,0,Narrabri (A),Hunter New England,July,June,Tamworth & Coffs Harbour,No,6743 4526,No,Tamworth,Qtr 3,Qtr 2,1,boggabri-p.school@det.nsw.edu.au,Co-Ed,Primary School,Boggabri Public School,Comprehensive,Kinder to Year 6,Not Selective,Merton St,118,Boggabri,"",2017,1873
North Western 1,1,Outer Regional Australia,-30.335548,149.78267,2390.00,3,1,No,Hunter New England & Central Coast,Barwon,No,6792 3934,Parkes,929,17,Yes,3,Narrabri (A),Hunter New England,July,January,Tamworth & Coffs Harbour,No,6792 1633,No,Tamworth,Qtr 3,Qtr 1,1,narrabri-h.school@det.nsw.edu.au,Co-Ed,Secondary School,Narrabri High School,Comprehensive,Year 7 to Year 12,Not Selective,2 Gibbons Street,551,Narrabri,"",2017,1956
North Western 1,1,Outer Regional Australia,-30.324942,149.785252,2390.00,3,1,No,Hunter New England & Central Coast,Barwon,No,6792 4160,Parkes,906,31,Yes,4,Narrabri (A),Hunter New England,July,January,Tamworth & Coffs Harbour,No,6792 2246,No,Tamworth,Qtr 3,Qtr 1,1,narrabri-p.school@det.nsw.edu.au,Co-Ed,Primary School,Narrabri Public School,Comprehensive,Kinder to Year 6,Not Selective,Barwan St,407,Narrabri,"",2017,1868
North Western 1,1,Outer Regional Australia,-30.344469,149.763906,2390.00,3,1,No,Hunter New England & Central Coast,Barwon,No,6792 4395,Parkes,930,21,Yes,np,Narrabri (A),Hunter New England,July,July,Tamworth & Coffs Harbour,No,6792 2377,Yes,Tamworth,Qtr 3,Qtr 3,1,narrabriw-p.school@det.nsw.edu.au,Co-Ed,Primary School,Narrabri West Public School,Comprehensive,Kinder to Year 6,Not Selective,6 Cooma Rd,322,Narrabri,"",2017,1884
North Western 1,1,Outer Regional Australia,-29.918659,149.796216,2397.00,3,1,No,Hunter New England & Central Coast,Barwon,No,6793 7462,Parkes,914,np,Yes,0,Narrabri (A),Hunter New England,July,March,Tamworth & Coffs Harbour,No,6793 7514,No,Barwon,Qtr 3,Qtr 1,1,bellata-p.school@det.nsw.edu.au,Co-Ed,Primary School,Bellata Public School,Comprehensive,Kinder to Year 6,Not Selective,Gurley St,29,Bellata,"",2017,1899
North Western 1,1,Outer Regional Australia,-30.493351,150.131265,2382.00,3,5,No,Hunter New England & Central Coast,Barwon,No,6794 4547,Parkes,1016,0,Yes,np,Narrabri (A),Hunter New England,July,January,Tamworth & Coffs Harbour,No,6794 4502,No,Tamworth,Qtr 3,Qtr 1,1,fairfax-p.school@det.nsw.edu.au,Co-Ed,Primary School,Fairfax Public School,Comprehensive,Kinder to Year 6,Not Selective,Maules Creek,12,Maules Creek,"",2017,1910
