AECGRegion,AgeID,ASGSRemoteness,Year,Quarter,Month,Day,DistanceEducation,District,Electorate,EnglishCentre,Fax,FederalElectorate,Year,Quarter,Month,Day,ICSEA_Value,indigenous_pct,LateOpeningSchool,Average of Latitude,lbote_pct,lga,LocalHealthDistrict,OperationalDirectorate,Average of Longitude,OpportunityClass,Phone,Average of PostCode,preschool,PrincipalNetwork,SchoolCode,SchoolEmail,SchoolGender,SchoolLevel,SchoolName,SchoolSpecialtyType,SchoolSubtype,SelectiveSchool,Street,StudentNumber,Suburb,SupportClasses
Metropolitan West,1,Major Cities of Australia,2017,Qtr 3,July,3,No,Western Sydney & Nepean Blue Mountains,Blue Mountains,No,4759 2693,Macquarie,1888,Qtr 4,November,1,1025,6,No,-33.721217,9,Blue Mountains (C),Nepean Blue Mountains,Macquarie Park,150.428243,No,4759 1196,2783.00,No,Blue Mountains,1,lawson-p.school@det.nsw.edu.au,Co-Ed,Primary School,Lawson Public School,Comprehensive,Kinder to Year 6,Not Selective,Adelaide Street,251,Lawson,
Metropolitan West,1,Major Cities of Australia,2017,Qtr 3,July,3,No,Western Sydney & Nepean Blue Mountains,Blue Mountains,No,4782 2996,Macquarie,1881,Qtr 4,December,1,1029,6,No,-33.718645,9,Blue Mountains (C),Nepean Blue Mountains,Macquarie Park,150.313708,No,4782 1226,2780.00,No,Blue Mountains,1,katoomba-p.school@det.nsw.edu.au,Co-Ed,Primary School,Katoomba Public School,Comprehensive,Kinder to Year 6,Not Selective,Merriwa St,253,Katoomba,
Metropolitan West,1,Major Cities of Australia,2017,Qtr 3,July,3,No,Western Sydney & Nepean Blue Mountains,Blue Mountains,No,4782 3871,Macquarie,1955,Qtr 1,January,1,958,14,No,-33.699128,18,Blue Mountains (C),Nepean Blue Mountains,Macquarie Park,150.315134,No,4782 2743,2780.00,No,Blue Mountains,1,katoomban-p.school@det.nsw.edu.au,Co-Ed,Primary School,Katoomba North Public School,Comprehensive,Kinder to Year 6,Not Selective,Barton St,147,Katoomba,
Metropolitan West,1,Major Cities of Australia,2017,Qtr 3,July,3,No,Western Sydney & Nepean Blue Mountains,Blue Mountains,No,4782 5976,Macquarie,1943,Qtr 1,January,1,998,9,No,-33.727402,11,Blue Mountains (C),Nepean Blue Mountains,Macquarie Park,150.314399,No,4782 2622,2780.00,No,Blue Mountains,1,katoomba-h.school@det.nsw.edu.au,Co-Ed,Secondary School,Katoomba High School,Comprehensive,Year 7 to Year 12,Not Selective,Martin St,657,Katoomba,
Metropolitan West,1,Major Cities of Australia,2017,Qtr 3,July,3,No,Western Sydney & Nepean Blue Mountains,Blue Mountains,No,4784 3156,Macquarie,1905,Qtr 1,January,3,1061,np,No,-33.711151,12,Blue Mountains (C),Nepean Blue Mountains,Macquarie Park,150.336733,No,4784 1251,2780.00,No,Blue Mountains,1,leura-p.school@det.nsw.edu.au,Co-Ed,Primary School,Leura Public School,Comprehensive,Kinder to Year 6,Not Selective,Cnr Mount Hay Rd & Willow Park Ave,262,Leura,
Metropolitan West,1,Major Cities of Australia,2017,Qtr 3,July,3,No,Western Sydney & Nepean Blue Mountains,Castle Hill,No,8814 5698,Mitchell,2005,Qtr 1,January,28,1108,np,No,-33.687371,48,The Hills Shire (A),Western Sydney,Macquarie Park,150.933259,Yes,8814 5687,2155.00,No,The Hills,1,ironbarkrg-p.school@det.nsw.edu.au,Co-Ed,Primary School,Ironbark Ridge Public School,Comprehensive,Kinder to Year 6,Not Selective,Cnr Withers Rd IRONBARK Ridge Rd,655,Rouse Hill,
Metropolitan West,1,Major Cities of Australia,2017,Qtr 3,July,3,No,Western Sydney & Nepean Blue Mountains,Castle Hill,No,8824 5700,Mitchell,2004,Qtr 1,January,27,1084,np,No,-33.706672,45,The Hills Shire (A),Western Sydney,Macquarie Park,150.975587,No,8824 3333,2155.00,No,The Hills,1,sherwood-p.school@det.nsw.edu.au,Co-Ed,Primary School,Sherwood Ridge Public School,Comprehensive,Kinder to Year 6,Not Selective,Rosebery Rd,940,Kellyville,
Metropolitan West,1,Major Cities of Australia,2017,Qtr 3,July,3,No,Western Sydney & Nepean Blue Mountains,Castle Hill,No,8824 6473,Mitchell,2001,Qtr 1,January,29,1086,np,No,-33.697809,40,The Hills Shire (A),Western Sydney,Macquarie Park,150.945659,No,8824 6470,2155.00,No,The Hills,1,beaumonthi-p.school@det.nsw.edu.au,Co-Ed,Primary School,Beaumont Hills Public School,Comprehensive,Kinder to Year 6,Not Selective,The Parkway,592,Beaumont Hills,
Metropolitan West,1,Major Cities of Australia,2017,Qtr 3,July,3,No,Western Sydney & Nepean Blue Mountains,Castle Hill,No,8824 7335,Mitchell,1875,Qtr 3,July,1,1057,1,No,-33.679219,27,The Hills Shire (A),Western Sydney,Macquarie Park,150.920985,No,8824 7330,2155.00,No,The Hills,1,rousehill-p.school@det.nsw.edu.au,Co-Ed,Primary School,Rouse Hill Public School,Comprehensive,Kinder to Year 6,Not Selective,Clower Ave,694,Rouse Hill,
Metropolitan West,1,Major Cities of Australia,2017,Qtr 3,July,3,No,Western Sydney & Nepean Blue Mountains,Castle Hill,No,8824 9755,Mitchell,2003,Qtr 1,January,29,1061,1,No,-33.707777,43,The Hills Shire (A),Western Sydney,Macquarie Park,150.969921,No,8824 5955,2155.00,No,The Hills,1,kellyville-h.school@det.nsw.edu.au,Co-Ed,Secondary School,Kellyville High School,Comprehensive,Year 7 to Year 12,Not Selective,York Rd,1023.8,Kellyville,
Metropolitan West,1,Major Cities of Australia,2017,Qtr 3,July,3,No,Western Sydney & Nepean Blue Mountains,Castle Hill,No,9629 2590,Mitchell,2009,Qtr 1,January,28,1037,1,No,-33.688142,32,The Hills Shire (A),Western Sydney,Macquarie Park,150.934312,No,9836 3602,2155.00,No,The Hills,1,rousehill-h.school@det.nsw.edu.au,Co-Ed,Secondary School,Rouse Hill High School,Comprehensive,Year 7 to Year 12,Not Selective,105 Withers Road,763,Rouse Hill,
Metropolitan West,1,Major Cities of Australia,2017,Qtr 3,July,3,No,Western Sydney & Nepean Blue Mountains,Castle Hill,No,9629 3924,Mitchell,1873,Qtr 4,November,1,1071,np,No,-33.711052,42,The Hills Shire (A),Western Sydney,Macquarie Park,150.957887,No,9629 1279,2155.00,No,The Hills,1,kellyville-p.school@det.nsw.edu.au,Co-Ed,Primary School,Kellyville Public School,Comprehensive,Kinder to Year 6,Not Selective,35A Windsor Road,646,Kellyville,
Metropolitan West,1,Major Cities of Australia,2017,Qtr 3,July,3,No,Western Sydney & Nepean Blue Mountains,Castle Hill,No,9836 3973,Mitchell,2004,Qtr 1,January,27,,7,No,-33.707054,40,The Hills Shire (A),Western Sydney,Macquarie Park,150.95217,No,9836 3810,2155.00,No,The Hills,1,Tallowood-s.school@det.nsw.edu.au,Co-Ed,Schools for Specific Purposes,Tallowood School,Comprehensive,Medium / High Support needs,Not Selective,44-68 Redden Dr,97,Kellyville,
Metropolitan West,1,Major Cities of Australia,2017,Qtr 3,July,3,No,Western Sydney & Nepean Blue Mountains,Epping,No,9871 3898,Bennelong,1883,Qtr 1,January,1,1113,np,No,-33.780094,73,Parramatta (C),Western Sydney,Macquarie Park,151.055153,No,9871 6983,2118.00,No,Parramatta,1,carlingfor-p.school@det.nsw.edu.au,Co-Ed,Primary School,Carlingford Public School,Comprehensive,Kinder to Year 6,Not Selective,Rickard St,504,Carlingford,
Metropolitan West,1,Major Cities of Australia,2017,Qtr 3,July,3,No,Western Sydney & Nepean Blue Mountains,Granville,No,9687 1108,Parramatta,1917,Qtr 1,January,4,1147,0,No,-33.810171,97,Holroyd (C),Western Sydney,Macquarie Park,150.985291,No,9635 7793,2145.00,No,Holroyd,1,westmead-p.school@det.nsw.edu.au,Co-Ed,Primary School,Westmead Public School,Comprehensive,Kinder to Year 6,Not Selective,Hawkesbury Rd,1271,Westmead,
Metropolitan West,1,Major Cities of Australia,2017,Qtr 3,July,3,No,Western Sydney & Nepean Blue Mountains,Granville,No,9687 1151,Parramatta,1888,Qtr 1,March,1,1026,1,No,-33.824472,91,Holroyd (C),Western Sydney,Macquarie Park,150.990968,No,9635 9347,2150.00,No,Parramatta,1,parramattw-p.school@det.nsw.edu.au,Co-Ed,Primary School,Parramatta West Public School,Comprehensive,Kinder to Year 6,Not Selective,Auburn & Young Sts,738,Parramatta,
Metropolitan West,1,Major Cities of Australia,2017,Qtr 3,July,3,No,Western Sydney & Nepean Blue Mountains,Granville,No,9687 1421,Parramatta,1952,Qtr 1,January,1,979,3,No,-33.826331,73,Holroyd (C),Western Sydney,Macquarie Park,150.973319,No,9635 7722,2160.00,No,Holroyd,1,hilltoprd-p.school@det.nsw.edu.au,Co-Ed,Primary School,Hilltop Road Public School,Comprehensive,Kinder to Year 6,Not Selective,Hilltop Rd,743,Merrylands,
Metropolitan West,1,Major Cities of Australia,2017,Qtr 3,July,3,No,Western Sydney & Nepean Blue Mountains,Granville,No,9896 3079,Parramatta,1891,Qtr 1,January,1,1059,2,No,-33.814004,91,Holroyd (C),Western Sydney,Macquarie Park,150.968613,No,9631 8529,2145.00,No,Holroyd,1,wentwthvil-p.school@det.nsw.edu.au,Co-Ed,Primary School,Wentworthville Public School,Comprehensive,Kinder to Year 6,Not Selective,70-100 Fullagar Road,498,Wentworthville,
Metropolitan West,1,Major Cities of Australia,2017,Qtr 3,July,3,No,Western Sydney & Nepean Blue Mountains,Hawkesbury,No,02 4572 6642,Macquarie,1991,Qtr 1,January,29,935,12,No,-33.639133,8,Hawkesbury (C),Nepean Blue Mountains,Macquarie Park,150.794565,No,02 4572 7067,2756.00,No,Hawkesbury,1,blighpark-p.school@det.nsw.edu.au,Co-Ed,Primary School,Bligh Park Public School,Comprehensive,Kinder to Year 6,Not Selective,64 Alexander Street,317,Bligh Park,
Metropolitan West,1,Major Cities of Australia,2017,Qtr 3,July,3,No,Western Sydney & Nepean Blue Mountains,Hawkesbury,No,4571 3391,Macquarie,1978,Qtr 1,January,1,1007,5,No,-33.569359,7,Hawkesbury (C),Nepean Blue Mountains,Macquarie Park,150.708204,No,4571 2011,2754.00,No,Hawkesbury,1,colo-h.school@det.nsw.edu.au,Co-Ed,Secondary School,Colo High School,Comprehensive,Year 7 to Year 12,Not Selective,218 Bells Line of Road,939.6,North Richmond,
Metropolitan West,1,Major Cities of Australia,2017,Qtr 3,July,3,No,Western Sydney & Nepean Blue Mountains,Hawkesbury,No,4571 3394,Macquarie,1871,Qtr 2,June,1,977,14,No,-33.580591,7,Hawkesbury (C),Nepean Blue Mountains,Macquarie Park,150.716871,No,4571 1542,2754.00,No,Hawkesbury,1,richmondn-p.school@det.nsw.edu.au,Co-Ed,Primary School,Richmond North Public School,Comprehensive,Kinder to Year 6,Not Selective,Grose Vale Rd,167,North Richmond,
Metropolitan West,1,Major Cities of Australia,2017,Qtr 3,July,3,No,Western Sydney & Nepean Blue Mountains,Hawkesbury,No,4572 3888,Macquarie,1876,Qtr 1,January,1,1002,np,No,-33.583887,6,Hawkesbury (C),Nepean Blue Mountains,Macquarie Park,150.859638,No,4572 3126,2756.00,No,Hawkesbury,1,pitttown-p.school@det.nsw.edu.au,Co-Ed,Primary School,Pitt Town Public School,Comprehensive,Kinder to Year 6,Not Selective,Buckingham St,267,Pitt Town,
Metropolitan West,1,Major Cities of Australia,2017,Qtr 3,July,3,No,Western Sydney & Nepean Blue Mountains,Hawkesbury,No,4574 3074,Macquarie,1996,Qtr 1,January,29,949,12,No,-33.640641,4,Hawkesbury (C),Nepean Blue Mountains,Macquarie Park,150.813492,No,4574 3070,2756.00,No,Hawkesbury,1,windsorpk-p.school@det.nsw.edu.au,Co-Ed,Primary School,Windsor Park Public School,Comprehensive,Kinder to Year 6,Not Selective,156 Rifle Range Road,247,South Windsor,
Metropolitan West,1,Major Cities of Australia,2017,Qtr 3,July,3,No,Western Sydney & Nepean Blue Mountains,Hawkesbury,No,4575 1096,Macquarie,1880,Qtr 3,July,1,998,np,No,-33.558704,3,Hawkesbury (C),Nepean Blue Mountains,Macquarie Park,150.839763,No,4575 1424,2756.00,No,Hawkesbury,1,wilberforc-p.school@det.nsw.edu.au,Co-Ed,Primary School,Wilberforce Public School,Comprehensive,Kinder to Year 6,Not Selective,Macquarie Rd,322,Wilberforce,
Metropolitan West,1,Major Cities of Australia,2017,Qtr 3,July,3,No,Western Sydney & Nepean Blue Mountains,Hawkesbury,No,4577 2000,Macquarie,1870,Qtr 1,February,1,944,14,No,-33.610366,8,Hawkesbury (C),Nepean Blue Mountains,Macquarie Park,150.816413,No,4577 3168,2756.00,No,Hawkesbury,1,windsor-p.school@det.nsw.edu.au,Co-Ed,Primary School,Windsor Public School,Comprehensive,Kinder to Year 6,Not Selective,Dight St,167,Windsor,
Metropolitan West,1,Major Cities of Australia,2017,Qtr 3,July,3,No,Western Sydney & Nepean Blue Mountains,Hawkesbury,No,4577 6749,Macquarie,1957,Qtr 1,January,1,850,32,No,-33.618221,8,Hawkesbury (C),Nepean Blue Mountains,Macquarie Park,150.804036,No,4577 3559,2756.00,No,Hawkesbury,1,windsorsth-p.school@det.nsw.edu.au,Co-Ed,Primary School,Windsor South Public School,Comprehensive,Kinder to Year 6,Not Selective,77A Church Street,168,South Windsor,
Metropolitan West,1,Major Cities of Australia,2017,Qtr 3,July,3,No,Western Sydney & Nepean Blue Mountains,Hawkesbury,No,4579 6528,Macquarie,1867,Qtr 1,January,1,976,8,No,-33.558697,9,Hawkesbury (C),Nepean Blue Mountains,Macquarie Park,150.799309,No,4579 6146,2756.00,No,Hawkesbury,1,freemanrch-p.school@det.nsw.edu.au,Co-Ed,Primary School,Freemans Reach Public School,Comprehensive,Kinder to Year 6,Not Selective,395 Kurmond Road,189,Freemans Reach,
Metropolitan West,1,Major Cities of Australia,2017,Qtr 3,July,3,No,Western Sydney & Nepean Blue Mountains,Hawkesbury,No,4579 6733,Macquarie,1983,Qtr 1,January,1,952,10,No,-33.559541,8,Hawkesbury (C),Nepean Blue Mountains,Macquarie Park,150.798039,No,4579 6800,2756.00,No,Hawkesbury,1,hawkesbury-h.school@det.nsw.edu.au,Co-Ed,Secondary School,Hawkesbury High School,Comprehensive,Year 7 to Year 12,Not Selective,1 Hibberts Lane,476.4,Freemans Reach,
Metropolitan West,1,Major Cities of Australia,2017,Qtr 3,July,3,No,Western Sydney & Nepean Blue Mountains,Hawkesbury,No,4587 7687,Macquarie,1969,Qtr 1,January,1,930,17,No,-33.618653,7,Hawkesbury (C),Nepean Blue Mountains,Macquarie Park,150.833554,No,4587 7122,2756.00,No,Hawkesbury,1,windsor-h.school@det.nsw.edu.au,Co-Ed,Secondary School,Windsor High School,Comprehensive,Year 7 to Year 12,Not Selective,Mulgrave & Windsor Rds,420.8,Mcgraths Hill,
Metropolitan West,1,Major Cities of Australia,2017,Qtr 3,July,3,No,Western Sydney & Nepean Blue Mountains,Hawkesbury,No,4588 5882,Macquarie,1971,Qtr 1,January,1,964,9,No,-33.603649,5,Hawkesbury (C),Nepean Blue Mountains,Macquarie Park,150.742281,No,4578 1110,2753.00,No,Hawkesbury,1,hobartvill-p.school@det.nsw.edu.au,Co-Ed,Primary School,Hobartville Public School,Comprehensive,Kinder to Year 6,Not Selective,Valder Ave,391,Hobartville,
Metropolitan West,1,Major Cities of Australia,2017,Qtr 3,July,3,No,Western Sydney & Nepean Blue Mountains,Hawkesbury,No,4588 5885,Macquarie,1955,Qtr 1,January,1,940,11,No,-33.600535,9,Hawkesbury (C),Nepean Blue Mountains,Macquarie Park,150.746715,No,4578 1177,2753.00,No,Hawkesbury,1,richmond-h.school@det.nsw.edu.au,Co-Ed,Secondary School,Richmond High School,Comprehensive,Year 7 to Year 12,Not Selective,Lennox St,684,Richmond,
Metropolitan West,1,Major Cities of Australia,2017,Qtr 3,July,3,No,Western Sydney & Nepean Blue Mountains,Hawkesbury,No,4588 5886,Macquarie,1860,Qtr 3,July,1,1023,6,No,-33.598937,13,Hawkesbury (C),Nepean Blue Mountains,Macquarie Park,150.757514,Yes,4578 2027,2753.00,No,Hawkesbury,1,richmond-p.school@det.nsw.edu.au,Co-Ed,Primary School,Richmond Public School,Comprehensive,Kinder to Year 6,Not Selective,Windsor St,349,Richmond,
Metropolitan West,1,Major Cities of Australia,2017,Qtr 3,July,3,No,Western Sydney & Nepean Blue Mountains,Londonderry,No,4588 5883,Lindsay,1934,Qtr 1,January,2,941,8,No,-33.647454,8,Penrith (C),Nepean Blue Mountains,Macquarie Park,150.736905,No,4578 1900,2753.00,No,Penrith,1,londonderr-p.school@det.nsw.edu.au,Co-Ed,Primary School,Londonderry Public School,Comprehensive,Kinder to Year 6,Not Selective,Londonderry Rd,204,Londonderry,
Metropolitan West,1,Major Cities of Australia,2017,Qtr 3,July,3,No,Western Sydney & Nepean Blue Mountains,Londonderry,No,4721 3811,Lindsay,1976,Qtr 1,January,1,905,16,No,-33.752164,14,Penrith (C),Nepean Blue Mountains,Macquarie Park,150.732892,No,4731 6722,2747.00,No,Penrith,1,cambridge-h.school@det.nsw.edu.au,Co-Ed,Secondary School,Cambridge Park High School,Comprehensive,Year 7 to Year 12,Not Selective,Harrow Rd,654.8,Cambridge Park,
Metropolitan West,1,Major Cities of Australia,2017,Qtr 3,July,3,No,Western Sydney & Nepean Blue Mountains,Londonderry,No,4721 7567,Lindsay,1958,Qtr 1,January,1,908,15,No,-33.747017,20,Penrith (C),Nepean Blue Mountains,Macquarie Park,150.725939,No,4721 2556,2747.00,Yes,Penrith,1,cambridgpk-p.school@det.nsw.edu.au,Co-Ed,Primary School,Cambridge Park Public School,Comprehensive,Kinder to Year 6,Not Selective,35 Oxford St,519,Cambridge Park,
Metropolitan West,1,Major Cities of Australia,2017,Qtr 3,July,3,No,Western Sydney & Nepean Blue Mountains,Londonderry,No,4736 6003,Lindsay,1910,Qtr 1,January,3,1001,np,No,-33.783029,24,Penrith (C),Nepean Blue Mountains,Macquarie Park,150.721365,No,4736 1108,2748.00,No,Blue Mountains,1,orchardhil-p.school@det.nsw.edu.au,Co-Ed,Primary School,Orchard Hills Public School,Comprehensive,Kinder to Year 6,Not Selective,79-101 Kingswood Rd,102,Orchard Hills,
Metropolitan West,1,Major Cities of Australia,2017,Qtr 3,July,3,No,Western Sydney & Nepean Blue Mountains,Londonderry,No,4776 1535,Lindsay,1858,Qtr 2,May,1,1005,np,No,-33.667028,15,Penrith (C),Nepean Blue Mountains,Macquarie Park,150.675968,No,4776 1197,2750.00,No,Penrith,1,castlereag-p.school@det.nsw.edu.au,Co-Ed,Primary School,Castlereagh Public School,Comprehensive,Kinder to Year 6,Not Selective,Post Office Rd,106,Castlereagh,
Metropolitan West,1,Major Cities of Australia,2017,Qtr 3,July,3,No,Western Sydney & Nepean Blue Mountains,Londonderry,No,4777 5085,Lindsay,1865,Qtr 4,December,1,943,10,No,-33.707237,21,Penrith (C),Nepean Blue Mountains,Macquarie Park,150.751783,No,4777 4124,2760.00,No,Penrith,1,llandilo-p.school@det.nsw.edu.au,Co-Ed,Primary School,Llandilo Public School,Comprehensive,Kinder to Year 6,Not Selective,Seventh Ave,335,Llandilo,
Metropolitan West,1,Major Cities of Australia,2017,Qtr 3,July,3,No,Western Sydney & Nepean Blue Mountains,Londonderry,No,9623 1335,Lindsay,1965,Qtr 1,January,1,,8,No,-33.766384,15,Penrith (C),Nepean Blue Mountains,Macquarie Park,150.758912,No,9833 7400,2747.00,No,Penrith,1,kurrambee-s.school@det.nsw.edu.au,Co-Ed,Schools for Specific Purposes,Kurrambee School,Comprehensive,Medium / High Support needs,Not Selective,Werrington Rd,107,Werrington,
Metropolitan West,1,Major Cities of Australia,2017,Qtr 3,July,3,No,Western Sydney & Nepean Blue Mountains,Londonderry,No,9623 1337,Lindsay,1982,Qtr 1,January,2,959,8,No,-33.74513,8,Penrith (C),Nepean Blue Mountains,Macquarie Park,150.747554,No,9673 2100,2747.00,No,Penrith,1,werringcty-p.school@det.nsw.edu.au,Co-Ed,Primary School,Werrington County Public School,Comprehensive,Kinder to Year 6,Not Selective,John Batman Ave,405,Werrington,
Metropolitan West,1,Major Cities of Australia,2017,Qtr 3,July,3,No,Western Sydney & Nepean Blue Mountains,Londonderry,No,9623 1339,Lindsay,1974,Qtr 1,January,1,938,11,No,-33.755125,23,Penrith (C),Nepean Blue Mountains,Macquarie Park,150.745293,No,9623 7077,2747.00,No,Penrith,1,werrington-p.school@det.nsw.edu.au,Co-Ed,Primary School,Werrington Public School,Comprehensive,Kinder to Year 6,Not Selective,Heavey St,393,Werrington,
Metropolitan West,1,Major Cities of Australia,2017,Qtr 3,July,3,No,Western Sydney & Nepean Blue Mountains,Londonderry,No,9623 1340,Lindsay,1957,Qtr 1,January,1,920,8,No,-33.771451,38,Penrith (C),Nepean Blue Mountains,Macquarie Park,150.788894,No,9623 1375,2760.00,Yes,Eastern Creek,1,oxleypark-p.school@det.nsw.edu.au,Co-Ed,Primary School,Oxley Park Public School,Comprehensive,Kinder to Year 6,Not Selective,Adelaide St,493,St Marys,
Metropolitan West,1,Major Cities of Australia,2017,Qtr 3,July,3,No,Western Sydney & Nepean Blue Mountains,Londonderry,No,9623 3576,Lindsay,1980,Qtr 1,January,6,,38,No,-33.764297,32,Penrith (C),Nepean Blue Mountains,Macquarie Park,150.750385,No,9623 8322,2747.00,No,Penrith,1,putland-s.school@det.nsw.edu.au,Co-Ed,Schools for Specific Purposes,Putland School,Comprehensive,Juvenile Justice establishment,Not Selective,Great Western Hwy & Water St,48,Werrington,
Metropolitan West,1,Major Cities of Australia,2017,Qtr 3,July,3,No,Western Sydney & Nepean Blue Mountains,Londonderry,No,9628 0651,Chifley,1969,Qtr 1,January,1,850,23,No,-33.737964,33,Blacktown (C),Western Sydney,Macquarie Park,150.800109,No,9628 6655,2770.00,Yes,Eastern Creek,1,lethbridpk-p.school@det.nsw.edu.au,Co-Ed,Primary School,Lethbridge Park Public School,Comprehensive,Kinder to Year 6,Not Selective,Copeland Rd,382,Lethbridge Park,
Metropolitan West,1,Major Cities of Australia,2017,Qtr 3,July,3,No,Western Sydney & Nepean Blue Mountains,Londonderry,No,9628 1062,Chifley,1970,Qtr 1,January,1,855,18,No,-33.744738,45,Blacktown (C),Western Sydney,Macquarie Park,150.805478,No,9628 6367,2770.00,No,Eastern Creek,1,emerton-p.school@det.nsw.edu.au,Co-Ed,Primary School,Emerton Public School,Comprehensive,Kinder to Year 6,Not Selective,Hindemith Ave,242,Emerton,
Metropolitan West,1,Major Cities of Australia,2017,Qtr 3,July,3,No,Western Sydney & Nepean Blue Mountains,Londonderry,No,9628 1451,Chifley,1973,Qtr 1,January,1,842,25,No,-33.725747,38,Blacktown (C),Western Sydney,Macquarie Park,150.794401,No,9628 0222,2770.00,No,Eastern Creek,1,willmot-p.school@det.nsw.edu.au,Co-Ed,Primary School,Willmot Public School,Comprehensive,Kinder to Year 6,Not Selective,Discovery Ave,142,Willmot,
Metropolitan West,1,Major Cities of Australia,2017,Qtr 3,July,3,No,Western Sydney & Nepean Blue Mountains,Londonderry,No,9628 3692,Chifley,1968,Qtr 1,January,1,841,32,No,-33.745883,33,Blacktown (C),Western Sydney,Macquarie Park,150.794321,No,9628 6301,2770.00,No,Eastern Creek,1,tregear-p.school@det.nsw.edu.au,Co-Ed,Primary School,Tregear Public School,Comprehensive,Kinder to Year 6,Not Selective,Wilkes Cres,323,Tregear,
